Country,Series Name,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
Afghanistan,Exports of goods and services (% of GDP),4.13223321494422,4.45344326574765,4.87805112036481,9.171601094149,8.88889256172819,11.2582791310323,8.57142877551021,6.77290842314672,8.89967664482985,10.0946369851427,9.78400228346932,10.922342255116,14.7632312416105,12.9487180787311,14.0206189325114,12.6760568934735,13.2173912468809,11.6629043316852,10.8417502819894,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Afghanistan,"Foreign direct investment, net inflows (% of GDP)",,,,,,,,,,,0.0131512243609448,0.0245752714393039,0.00940111467749321,0.0155769236960059,,,0.00156521738449906,-0.00812641060285658,,0.0324504958728158,0.247135743279599,0.005174215982803,,,,,,,,,,,,,,,,,,,,,1.23299102251609,1.28001876304193,3.57581613520808,4.36453524429585,3.41400444390947,1.93570303554968,0.455360078332881,0.451888842930533,1.20311722800728,0.293024934195091,0.285441075824333,0.239801324400345,0.209664812936706,0.884000919857522,0.516606367688591,0.274796599141582,0.661572001890286,0.124495943884077,
Afghanistan,GDP (current US$),537777811.111111,548888895.555556,546666677.777778,751111191.111111,800000044.444444,1006666637.77778,1399999966.66667,1673333417.77778,1373333366.66667,1408888922.22222,1748886595.55556,1831108971.11111,1595555475.55556,1733333264.44444,2155555497.77778,2366666615.55556,2555555566.66667,2953333417.77778,3300000108.88889,3697940409.61098,3641723321.99546,3478787909.09091,,,,,,,,,,,,,,,,,,,,,4055179566.34981,4515558808.10994,5226778808.89209,6209137624.77181,6971285594.68013,9747879531.86311,10109305182.952,12416161048.8412,15856678596.148,17805113118.8938,19907317065.6666,20146404996.223,20497126770.1335,19134211763.859,18116562464.9088,18753469630.2586,18053228578.8878,18799450742.7823,20116137325.8206
Afghanistan,GDP growth (annual %),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.83227781263571,1.41411798058979,11.2297148236429,5.35740325126351,13.8263195479763,3.92498382161573,21.3905283931066,14.3624414692681,0.426354784529209,12.7522870887171,5.60074465808154,2.72454336394854,1.45131466009755,2.26031420130452,2.64700320195786,1.18922812838034,3.911603419423,-2.35110067344623
Afghanistan,GDP per capita (current US$),59.7732337032148,59.8608999923829,58.4580086983139,78.7064287776753,82.0953065340517,101.108325163758,137.594297961115,160.898434161304,129.108310965006,129.329760364199,156.518771348706,159.567508996258,135.317227981591,143.144649500081,173.653624742026,186.510838346447,197.445507551145,224.225001566116,247.354087806417,275.738115377232,272.655510200686,264.111197144336,,,,,,,,,,,,,,,,,,,,,179.426579211394,190.683814295088,211.382074198939,242.031313175022,263.733601866274,359.693157866109,364.6635420423,437.26874023514,543.306526178281,591.190030208565,638.845851607289,624.315454506615,614.223342360392,556.007220861443,512.012778129357,516.679862210543,485.668418729808,494.179349886029,516.747870807558
Afghanistan,"Inflation, GDP deflator (annual %)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.655238211175,11.2714320712639,10.9127735539374,7.19975128908025,22.5277561997899,2.09628874882868,-2.16340442783005,3.81463031709113,16.5933467311629,7.30175647136595,4.82278547931649,0.566944540816536,2.44756300204637,-2.19752646590604,2.40365618844285,2.07134857890898,6.52147984507825,7.82166712677619
Afghanistan,Imports of goods and services (% of GDP),7.02479336623182,8.09716629841498,9.34959330590257,16.8639103340214,18.0555553858025,21.4128034842526,18.571428537415,14.2098270385479,15.2103564269331,14.9842272480072,11.9441077843955,16.1407951985264,18.1058497936081,14.7435907141683,14.8453612226592,14.2723007777117,14.8695654136106,14.8231754979077,13.8720537510231,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Afghanistan,Oil rents (% of GDP),,,,,,,,,,,0.0177889919988865,0.0294247030075833,0.0331009512386763,0.0554377144704201,0.18246430638044,0.392505226807326,0.569600771757156,0.654265038661154,0.612869673296686,1.27169217143433,1.41742464792145,1.36862265474656,,,,,,,,,,,,,,,,,,,,,0.029101080046802,0.0266858315480046,0.025399068790409,0.0259732745155127,0.0221440890371755,0.0146957032171999,0.0161380341741951,0.00545778248651692,0.00496405675816999,0.00661616208441344,0.109759658709867,0.0040171082591659,0.00316611766583391,0.00107637752933451,0.000872220253764918,0.00129589711544822,0.00193851377624702,0.00162776252475565,
Afghanistan,Tax revenue (% of GDP),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.96759757507017,5.28345660398282,6.08796493020769,8.48175836103604,9.16975191915408,8.91679399595736,7.70780060287773,7.12277329020889,6.88210294277301,7.58538233129798,9.50265278288094,9.89845089688421,,,
Afghanistan,Trade (% of GDP),11.157026581176,12.5506095641626,14.2276444262674,26.0355114281704,26.9444479475307,32.6710826152849,27.1428573129252,20.9827354616946,24.110033071763,25.0788642331499,21.7281100678648,27.0631374536424,32.8690810352185,27.6923087928994,28.8659801551706,26.9483576711852,28.0869566604915,26.4860798295929,24.7138040330125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Afghanistan,External debt stocks (% of GNI),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.0328157525235,15.3346220528287,13.9737609645127,12.9428525817511,12.80018769042,12.3439645533596,13.4505186399044,14.1883166576514,14.4839462856524,14.6855117580624,13.9367649041116,14.9539313132391
Afghanistan,Domestic general government health expenditure per capita (current US$),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.14087316,1.24027777,1.12990189,1.27081895,1.30457151,1.76791167,2.33226275,2.26027417,2.46306276,2.85096025,2.23348212,2.77086258,2.92699552,3.04678655,3.05628777,3.34825993,2.57800722,,
Afghanistan,"Government expenditure on education, total (% of GDP)",,,,,,,,,,,,1.16035997867584,1.11717998981476,1.42788004875183,,1.30332005023956,,,,1.7398099899292,1.84092998504639,1.90917003154755,1.72997999191284,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.4794499874115,3.4620099067688,,3.45445990562439,3.69521999359131,3.2558000087738,3.5119800567627,3.37331008911133,3.19979000091553,3.21377992630005,
Afghanistan,Military expenditure (% of general government expenditure),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.134336001725,12.6897579454611,10.3603817107467,11.9484046164291,11.1654087876017,9.86038937465642,9.35459613289025,8.30276004557373,4.696372864714,4.31176435442433,5.10979266008033,3.83314218682084,3.6802510519657,3.65259208973618,3.72485527466578,4.27573619654266,4.48966307075897
Afghanistan,Net ODA received (% of central government expense),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,201.861441152358,210.841322644517,93.83390054649,111.09563980915,77.3115712020453,63.6911435448194,79.1156046739802,60.7584762877032,54.0834461728617,60.3365886612193,51.1407429856054,51.8242268639372,,,
Afghanistan,Real effective exchange rate index (2010 = 100),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Afghanistan,S&P Global Equity Indices (annual % change),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Afghanistan,Fixed broadband subscriptions (per 100 people),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000808843,0.000857557,0.001891571,0.001844982,0.001803604,0.00352177,0.005139537,,0.004813651,0.004648339,0.004494948,0.020535484,0.024873504,0.025297475,0.043040552,0.051740516,0.068253606
Afghanistan,Individuals using the Internet (% of population),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.004722568,0.004561395,0.087891253,0.10580903,1.224148084,2.107123645,1.9,1.84,3.55,4.0,5.0,5.454545455,5.9,7.0,8.26,,,,,
Afghanistan,Mobile cellular subscriptions,0.0,,,,,0.0,,,,,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25000.0,200000.0,600000.0,1200000.0,2520366.0,4668096.0,7898909.0,10500000.0,10215840.0,13797879.0,15340115.0,16807156.0,18407168.0,19709038.0,21602982.0,23929713.0,21976355.0,22580071.0,22678024.0
